"Varianten-ID","Name 1","Produkttyp","Farbe","Kompatibel zu","Variantenbeschreibung","Enthält","Kapazität","Patronen Nr"
2369,"Kompatibel Tintenpatrone Canon CLI-526GY grau grey inkl. Chip","Tintenpatrone","Grey","Canon Pixma IP4850<br>Canon Pixma IP4950<br>Canon Pixma IX6550<br>Canon Pixma MG5140<br>Canon Pixma MG5150<br>Canon Pixma MG5240<br>Canon Pixma MG5250<br>Canon Pixma MG5300 Series<br>Canon Pixma MG5340<br>Canon Pixma MG5350<br>Canon Pixma MG6150<br>Canon Pixma MG6200 Series<br>Canon Pixma MG6250<br>Canon Pixma MG8150<br>Canon Pixma MG8200 Series<br>Canon Pixma MG8240<br>Canon Pixma MG8250<br>Canon Pixma MX710 Series<br>Canon Pixma MX715<br>Canon Pixma MX885<br>Canon Pixma MX890 Series<br>Canon Pixma MX895",,,"11 ml","PGI-525 CLI-526"
2372,"Kompatibel Brother LC-1100C LC-990C LC-980C kompatible Druckerpatrone cyan","Tintenpatrone","Cyan","Brother DCP-145C<br>Brother DCP-160 Series<br>Brother DCP-163C<br>Brother DCP-165C<br>Brother DCP-167C<br>Brother DCP-185C<br>Brother DCP-190 Series<br>Brother DCP-195C<br>Brother DCP-197C<br>Brother DCP-365CN<br>Brother DCP-370 Series<br>Brother DCP-373CW<br>Brother DCP-375CW<br>Brother DCP-377CW<br>Brother DCP-380 Series<br>Brother DCP-383C<br>Brother DCP-385C<br>Brother DCP-387C<br>Brother DCP-395CN<br>Brother DCP-585CW<br>Brother DCP-6690CW<br>Brother DCP-J 125<br>Brother DCP-J 715W<br>Brother MFC-250C<br>Brother MFC-250 Series<br>Brother MFC-255CW<br>Brother MFC-290C<br>Brother MFC-290 Series<br>Brother MFC-295CN<br>Brother MFC-297C<br>Brother MFC-490CN<br>Brother MFC-490CW<br>Brother MFC-490 Series<br>Brother MFC-790CW<br>Brother MFC-790 Series<br>Brother MFC-795CW<br>Brother MFC-990CW<br>Brother MFC-5490CN<br>Brother MFC-5890CN<br>Brother MFC-5895CW<br>Brother MFC-6490CW<br>Brother MFC-6690CW<br>Brother MFC-6890CDW<br>Brother MFC-6890CW<br>Brother MFC-990CW<br>Brother MFC-J 410W<br>Brother MFC-J 615W",,,"1x 12 ml","LC-980,LC-990,LC-1100"
2373,"Kompatibel Brother LC-1100M LC-990M LC-980M kompatible Druckerpatrone magenta","Tintenpatrone","Magenta","Brother DCP-145C<br>Brother DCP-160 Series<br>Brother DCP-163C<br>Brother DCP-165C<br>Brother DCP-167C<br>Brother DCP-185C<br>Brother DCP-190 Series<br>Brother DCP-195C<br>Brother DCP-197C<br>Brother DCP-365CN<br>Brother DCP-370 Series<br>Brother DCP-373CW<br>Brother DCP-375CW<br>Brother DCP-377CW<br>Brother DCP-380 Series<br>Brother DCP-383C<br>Brother DCP-385C<br>Brother DCP-387C<br>Brother DCP-395CN<br>Brother DCP-585CW<br>Brother DCP-6690CW<br>Brother DCP-J 125<br>Brother DCP-J 715W<br>Brother MFC-250C<br>Brother MFC-250 Series<br>Brother MFC-255CW<br>Brother MFC-290C<br>Brother MFC-290 Series<br>Brother MFC-295CN<br>Brother MFC-297C<br>Brother MFC-490CN<br>Brother MFC-490CW<br>Brother MFC-490 Series<br>Brother MFC-790CW<br>Brother MFC-790 Series<br>Brother MFC-795CW<br>Brother MFC-990CW<br>Brother MFC-5490CN<br>Brother MFC-5890CN<br>Brother MFC-5895CW<br>Brother MFC-6490CW<br>Brother MFC-6690CW<br>Brother MFC-6890CDW<br>Brother MFC-6890CW<br>Brother MFC-990CW<br>Brother MFC-J 410W<br>Brother MFC-J 615W",,,"1x 12ml","LC-980,LC-990,LC-1100"
2374,"Kompatibel Brother LC-1100Y LC-990Y LC-980Y kompatible Druckerpatrone yellow","Tintenpatrone","Yellow","Brother DCP-145C<br>Brother DCP-160 Series<br>Brother DCP-163C<br>Brother DCP-165C<br>Brother DCP-167C<br>Brother DCP-185C<br>Brother DCP-190 Series<br>Brother DCP-195C<br>Brother DCP-197C<br>Brother DCP-365CN<br>Brother DCP-370 Series<br>Brother DCP-373CW<br>Brother DCP-375CW<br>Brother DCP-377CW<br>Brother DCP-380 Series<br>Brother DCP-383C<br>Brother DCP-385C<br>Brother DCP-387C<br>Brother DCP-395CN<br>Brother DCP-585CW<br>Brother DCP-6690CW<br>Brother DCP-J 125<br>Brother DCP-J 715W<br>Brother MFC-250C<br>Brother MFC-250 Series<br>Brother MFC-255CW<br>Brother MFC-290C<br>Brother MFC-290 Series<br>Brother MFC-295CN<br>Brother MFC-297C<br>Brother MFC-490CN<br>Brother MFC-490CW<br>Brother MFC-490 Series<br>Brother MFC-790CW<br>Brother MFC-790 Series<br>Brother MFC-795CW<br>Brother MFC-990CW<br>Brother MFC-5490CN<br>Brother MFC-5890CN<br>Brother MFC-5895CW<br>Brother MFC-6490CW<br>Brother MFC-6690CW<br>Brother MFC-6890CDW<br>Brother MFC-6890CW<br>Brother MFC-990CW<br>Brother MFC-J 410W<br>Brother MFC-J 615W",,,"1x 12ml",
2383,"Kompatibel CANON cl-51 cl-41 Tintenpatronen","Tintenpatrone","Cyan, Magenta, Yelllow, Black","Canon IP-1200<br>Canon IP-1300<br>Canon IP-1600<br>Canon IP-1700<br>Canon IP-1800<br>Canon IP-2200<br>Canon IP-2500<br>Canon IP-2600<br>Canon IP-6210D<br>Canon IP-6220D<br>Canon IP-6310D<br>Canon MP-140<br>Canon MP-150<br>Canon MP-160<br>Canon MP-170<br>Canon MP-180<br>Canon MP-190<br>Canon MP-210<br>Canon MP-220<br>Canon MP-450<br>Canon MP-450X<br>Canon MP-460<br>Canon MP-470<br>Canon MX-300<br>Canon MX-310<br>Canon JX-200<br>Canon JX-500",,,"1x 24 ml","CL-41, CL-51"
2402,"Kompatibel Ersatzpatronen Lexmark 17 10N0217E XL schwarz","Tintenpatrone","Black","Lexmark I 3<br>
Lexmark X 1100 Series<br>
Lexmark X 1110<br>
Lexmark X 1130<br>
Lexmark X 1140<br>
Lexmark X 1150<br>
Lexmark X 1155<br>
Lexmark X 1160<br>
Lexmark X 1170<br>
Lexmark X 1180<br>
Lexmark X 1185<br>
Lexmark X 1190<br>
Lexmark X 1195<br>
Lexmark X 1196<br>
Lexmark X 1200 Series<br>
Lexmark X 1240<br>
Lexmark X 1250<br>
Lexmark X 1270<br>
Lexmark X 1280<br>
Lexmark X 1290<br>
Lexmark X 2200 Series<br>
Lexmark X 2225<br>
Lexmark X 2230<br>
Lexmark X 2250<br>
Lexmark X 72<br>
Lexmark X 74<br>
Lexmark X 75 M<br>
Lexmark X 75 PrintTrio<br>
Lexmark Z 13<br>
Lexmark Z 23<br>
Lexmark Z 23 E<br>
Lexmark Z 24<br>
Lexmark Z 25<br>
Lexmark Z 25 L<br>
Lexmark Z 33<br>
Lexmark Z 34<br>
Lexmark Z 35<br>
Lexmark Z 503<br>
Lexmark Z 510<br>
Lexmark Z 510 Series<br>
Lexmark Z 511<br>
Lexmark Z 512<br>
Lexmark Z 514<br>
Lexmark Z 515<br>
Lexmark Z 516<br>
Lexmark Z 517<br>
Lexmark Z 520<br>
Lexmark Z 600 Series<br>
Lexmark Z 601<br>
Lexmark Z 602<br>
Lexmark Z 603<br>
Lexmark Z 605<br>
Lexmark Z 610 Series<br>
Lexmark Z 611<br>
Lexmark Z 612<br>
Lexmark Z 614<br>
Lexmark Z 615<br>
Lexmark Z 617<br>
Lexmark Z 640<br>
Lexmark Z 640 Series<br>
Lexmark Z 645<br>
Lexmark Z 717<br>
Compaq IJ 650<br>
Hitachi Priusjet",,,"1x 14 ml",
2403,"Kompatibel Ersatzpatronen Lexmark 26 L-26 L-27 und 27 D 10NX217E 10NX227E black","Tintenpatrone","Black","Lexmark X1100
Lexmark X1110
Lexmark X1130
Lexmark X1140
Lexmark X1150
Lexmark X1155
Lexmark X1160
Lexmark X1170
Lexmark X1180
Lexmark X1185
Lexmark X1190
Lexmark X1250
Lexmark X1270
Lexmark X2230
Lexmark X2240
Lexmark X2250
Lexmark X2330
Lexmark X72
Lexmark X74
Lexmark X75
Lexmark X75M
Lexmark Z13
Lexmark Z23
Lexmark Z23e
Lexmark Z24
Lexmark Z25
Lexmark Z25L
Lexmark Z33
Lexmark Z34    
Lexmark Z35
Lexmark Z515
Lexmark Z517
Lexmark Z601
Lexmark Z602
Lexmark Z603
Lexmark Z604
Lexmark Z605
Lexmark Z611
Lexmark Z612
Lexmark Z614
Lexmark Z615
Lexmark Z640
Lexmark Z645",,,"1x 22 ml",
4113,"Kompatibel HP 121A C9704A Belichtungstrommel","Bildtrommel","Cyan, Magenta, Yelllow, Black","Canon LBP-2410<br>Canon LBP-87<br>HP Color LaserJet 1500<br>HP Color LaserJet 1500L<br>HP Color LaserJet 1500Lxi<br>HP Color LaserJet 1500n<br>HP Color LaserJet 1500 Series<br>HP Color LaserJet 1500Tn<br>HP Color LaserJet 2500<br>HP Color LaserJet 2500L<br>HP Color LaserJet 2500Ln<br>HP Color LaserJet 2500Lse<br>HP Color LaserJet 2500n<br>HP Color LaserJet 2500Tn",,,"1x 20000 Seiten","121A C9700A C9701A C9702A C9703A"
4124,"Kompatibel Samsung CLT-P4072C/ELS Toner","Toner","Cyan, Magenta, Yelllow, Black","Samsung CLP-320<br>Samsung CLP-320 N<br>Samsung CLP-320 Series<br>Samsung CLP-325<br>Samsung CLP-325 N<br>Samsung CLP-325 W<br>Samsung CLX-3180<br>Samsung CLX-3185<br>Samsung CLX-3185 FN<br>Samsung CLX-3185 FW<br>Samsung CLX-3185 N<br>Samsung CLX-3185 Series<br>Samsung CLX-3185 W",,,"1x 2500 Seiten / 3x 2000 Seiten","CLT-P4072C"
4893,"4 XXL Toner kompatibel für Brother TN 04 - SET","Toner","Cyan, Magenta, Yelllow, Black","Brother HL-2700 C
Brother HL-2700 CN
Brother HL-2700 CNLT
Brother HL-2700 Series
Brother MFC-9420 CN
Brother MFC-9420 CNLT",,,"1x 10000 Seiten / 3x 6600 Seiten",
4961,"Kompatibel HP 12X Q2612X Toner schwarz","Toner","Black","Canon Fax L 100<br>Canon Fax L 120<br>Canon Fax L 140<br>Canon Fax L 160<br>Canon Fax L 95<br>Canon Fax L 95 IN<br>Canon Faxphone L 100<br>Canon Faxphone L 120<br>Canon Faxphone L 140<br>Canon Faxphone L 160<br>Canon Faxphone L 190<br>Canon Faxphone L 90<br>Canon Fax L 100<br>Canon Fax L 120<br>Canon Fax L 140<br>Canon Fax L 160<br>Canon Fax L 95<br>Canon Fax L 95 IN<br>Canon Faxphone L 100<br>Canon Faxphone L 120<br>Canon Faxphone L 140<br>Canon Faxphone L 160<br>Canon Faxphone L 190<br>Canon Faxphone L 90<br>Canon Faxphone L 100<br>Canon Faxphone L 120<br>Canon Faxphone L 140<br>Canon Faxphone L 160<br>Canon Faxphone L 190<br>Canon Faxphone L 90<br>Canon imageCLASS D 420<br>Canon imageCLASS D 480<br>Canon imageCLASS MF 4270<br>Canon imageCLASS MF 4350 d<br>Canon imageCLASS MF 4370 dn<br>Canon imageCLASS MF 4690<br>Canon i-SENSYS Fax L 100<br>Canon i-SENSYS Fax L 120<br>Canon i-SENSYS Fax L 140<br>Canon i-SENSYS Fax L 160<br>Canon i-SENSYS LBP-2900<br>Canon i-SENSYS LBP-2900 b<br>Canon i-SENSYS LBP-2900 i<br>Canon i-SENSYS LBP-2900 Series<br>Canon i-SENSYS LBP-3000<br>Canon i-SENSYS MF 4000 Series<br>Canon i-SENSYS MF 4010<br>Canon i-SENSYS MF 4018<br>Canon i-SENSYS MF 4100 Series<br>Canon i-SENSYS MF 4120<br>Canon i-SENSYS MF 4122<br>Canon i-SENSYS MF 4140<br>Canon i-SENSYS MF 4150<br>Canon i-SENSYS MF 4270<br>Canon i-SENSYS MF 4300 Series<br>Canon i-SENSYS MF 4320 d<br>Canon i-SENSYS MF 4330 d<br>Canon i-SENSYS MF 4340 d<br>Canon i-SENSYS MF 4350 d<br>Canon i-SENSYS MF 4370 dn<br>Canon i-SENSYS MF 4380 dn<br>Canon i-SENSYS MF 4600 Series<br>Canon i-SENSYS MF 4650<br>Canon i-SENSYS MF 4660 pl<br>Canon i-SENSYS MF 4690<br>Canon i-SENSYS MF 4690 pl<br>Canon i-SENSYS Fax L 100<br>Canon i-SENSYS Fax L 120<br>Canon i-SENSYS Fax L 140<br>Canon i-SENSYS Fax L 160<br>Canon i-SENSYS LBP-2900<br>Canon i-SENSYS LBP-2900 b<br>Canon i-SENSYS LBP-2900 i<br>Canon i-SENSYS LBP-2900 Series<br>Canon i-SENSYS LBP-3000<br>Canon i-SENSYS MF 4000 Series<br>Canon i-SENSYS MF 4010<br>Canon i-SENSYS MF 4018<br>Canon i-SENSYS MF 4100 Series<br>Canon i-SENSYS MF 4120<br>Canon i-SENSYS MF 4122<br>Canon i-SENSYS MF 4140<br>Canon i-SENSYS MF 4150<br>Canon i-SENSYS MF 4270<br>Canon i-SENSYS MF 4300 Series<br>Canon i-SENSYS MF 4320 d<br>Canon i-SENSYS MF 4330 d<br>Canon i-SENSYS MF 4340 d<br>Canon i-SENSYS MF 4350 d<br>Canon i-SENSYS MF 4370 dn<br>Canon i-SENSYS MF 4380 dn<br>Canon i-SENSYS MF 4600 Series<br>Canon i-SENSYS MF 4650<br>Canon i-SENSYS MF 4660 pl<br>Canon i-SENSYS MF 4690<br>Canon i-SENSYS MF 4690 pl<br>Canon imageCLASS D 420<br>Canon imageCLASS D 480<br>Canon imageCLASS MF 4270<br>Canon imageCLASS MF 4350 d<br>Canon imageCLASS MF 4370 dn<br>Canon imageCLASS MF 4690<br>Canon LBP-2900<br>Canon LBP-3000<br>Canon PC-D 440<br>Canon PC-D 450<br>Canon PC-D 440<br>Canon PC-D 450<br>HP LaserJet 1010<br>HP LaserJet 1012<br>HP LaserJet 1015<br>HP LaserJet 1018<br>HP LaserJet 1020<br>HP LaserJet 1022<br>HP LaserJet 1022 N<br>HP LaserJet 1022 NW<br>HP LaserJet 1022 Series<br>HP LaserJet 3000 Series<br>HP LaserJet 3015<br>HP LaserJet 3015 AIO<br>HP LaserJet 3020<br>HP LaserJet 3020 AIO<br>HP LaserJet 3030<br>HP LaserJet 3030 AIO<br>HP LaserJet 3050<br>HP LaserJet 3050 Z<br>HP LaserJet 3052<br>HP LaserJet 3055<br>HP LaserJet M 1005 MFP<br>HP LaserJet M 1319 F MFP",,,"1x 4000 Seiten","12X Q2612X"
4992,"Kompatibel HP 644A Q6460A Q6461A Q6462A Q6463A Toner 4 Stück","Toner","Cyan, Magenta, Yelllow, Black","HP Color LaserJet 4730<br>HP Color LaserJet 4730 MFP<br>HP Color LaserJet 4730 Series<br>HP Color LaserJet 4730x MFP<br>HP Color LaserJet 4730xm MFP<br>HP Color LaserJet 4730xs MFP<br>HP Color LaserJet CM 4700 Series<br>HP Color LaserJet CM 4730<br>HP Color LaserJet CM 4730f<br>HP Color LaserJet CM 4730fm<br>HP Color LaserJet CM 4730fsk<br>HP Color LaserJet CM 4730 MFP<br>HP Color LaserJet CM 4730 Series",,,"4x 12000 Seiten","HP 644A"
4993,"Kompatibel HP 644A Q6460A Druckerpatrone black","Toner","Black","HP Color LaserJet 4730<br>HP Color LaserJet 4730 MFP<br>HP Color LaserJet 4730 Series<br>HP Color LaserJet 4730x MFP<br>HP Color LaserJet 4730xm MFP<br>HP Color LaserJet 4730xs MFP<br>HP Color LaserJet CM 4700 Series<br>HP Color LaserJet CM 4730<br>HP Color LaserJet CM 4730f<br>HP Color LaserJet CM 4730fm<br>HP Color LaserJet CM 4730fsk<br>HP Color LaserJet CM 4730 MFP<br>HP Color LaserJet CM 4730 Series",,,"1x 12000 Seiten","HP 644A"
4994,"Kompatibel HP 644A Q6461A Druckerpatrone cyan","Toner","Cyan","HP Color LaserJet 4730<br>HP Color LaserJet 4730 MFP<br>HP Color LaserJet 4730 Series<br>HP Color LaserJet 4730x MFP<br>HP Color LaserJet 4730xm MFP<br>HP Color LaserJet 4730xs MFP<br>HP Color LaserJet CM 4700 Series<br>HP Color LaserJet CM 4730<br>HP Color LaserJet CM 4730f<br>HP Color LaserJet CM 4730fm<br>HP Color LaserJet CM 4730fsk<br>HP Color LaserJet CM 4730 MFP<br>HP Color LaserJet CM 4730 Series",,,"1x 12000 Seiten","HP 644A"
4995,"Kompatibel HP 644A Q6463A Druckerpatrone magenta","Toner","Magenta","HP Color LaserJet 4730<br>HP Color LaserJet 4730 MFP<br>HP Color LaserJet 4730 Series<br>HP Color LaserJet 4730x MFP<br>HP Color LaserJet 4730xm MFP<br>HP Color LaserJet 4730xs MFP<br>HP Color LaserJet CM 4700 Series<br>HP Color LaserJet CM 4730<br>HP Color LaserJet CM 4730f<br>HP Color LaserJet CM 4730fm<br>HP Color LaserJet CM 4730fsk<br>HP Color LaserJet CM 4730 MFP<br>HP Color LaserJet CM 4730 Series",,,"1x 12000 Seiten","HP 644A"
4996,"Kompatibel HP 644A Q6462A Druckerpatrone yellow","Toner","Yellow","HP Color LaserJet 4730<br>HP Color LaserJet 4730 MFP<br>HP Color LaserJet 4730 Series<br>HP Color LaserJet 4730x MFP<br>HP Color LaserJet 4730xm MFP<br>HP Color LaserJet 4730xs MFP<br>HP Color LaserJet CM 4700 Series<br>HP Color LaserJet CM 4730<br>HP Color LaserJet CM 4730f<br>HP Color LaserJet CM 4730fm<br>HP Color LaserJet CM 4730fsk<br>HP Color LaserJet CM 4730 MFP<br>HP Color LaserJet CM 4730 Series",,,"1x 12000 Seiten","HP 644A"
4998,"Kompatibel Toner Canon EP-83 EP 83 yellow","Toner","Yellow","Canon C LBP-400, LBP-400 PS, LBP-460, LBP-460 PS<br>HP Color Laserjet: 4500, 4500 DN, 4500 N, 4550, 4550 DN",,,"1x 6000 Seiten","EP-83"
5002,"Kompatibel Toner Canon EP-83 EP 83 magenta","Toner","Magenta","Canon C LBP-400, LBP-400 PS, LBP-460, LBP-460 PS<br>HP Color Laserjet: 4500, 4500 DN, 4500 N, 4550, 4550 DN",,,"1x 6000 Seiten","EP-83"
5003,"Kompatibel Toner Canon EP-83 EP 83 cyan","Toner","Cyan","Canon C LBP-400, LBP-400 PS, LBP-460, LBP-460 PS<br>HP Color Laserjet: 4500, 4500 DN, 4500 N, 4550, 4550 DN",,,"1x 6000 Seiten","EP-83"
5043,"Kompatibel HP 126A CE314A Bildtrommel","Bildtrommel","Cyan, Magenta, Yelllow, Black","HP Color LaserJet Pro MFP M170 Series<br>HP Color LaserJet Pro MFP M176n<br>HP Color LaserJet Pro MFP M177fw<br>HP Color LaserJet Pro CP1000 Series<br>HP Color LaserJet Pro CP1020 Series<br>HP Color LaserJet Pro CP1021<br>HP Color LaserJet Pro CP1022<br>HP Color LaserJet Pro CP1023<br>HP Color LaserJet Pro CP1025<br>HP Color LaserJet Pro CP1025nw<br>HP Color LaserJet Pro CP1026nw<br>HP Color LaserJet Pro CP1027nw<br>HP Color LaserJet Pro CP1028nw<br>HP LaserJet CP1000 Series<br>HP LaserJet CP1025 Color<br>HP LaserJet CP1025NW Color<br>HP LaserJet Pro 100 Color MFP M175a<br>HP LaserJet Pro 100 Color MFP M175b<br>HP LaserJet Pro 100 Color MFP M175c<br>HP LaserJet Pro 100 Color MFP M175e<br>HP LaserJet Pro 100 Color MFP M175nw<br>HP LaserJet Pro 100 Color MFP M175p<br>HP LaserJet Pro 100 Color MFP M175q<br>HP LaserJet Pro 100 Color MFP M175r<br>HP LaserJet Pro 100 Series<br>HP LaserJet Pro M270 Series<br>HP LaserJet Pro M275<br>HP LaserJet Pro M275a<br>HP LaserJet Pro M275nw<br>HP LaserJet Pro M275s<br>HP LaserJet Pro M275t<br>HP LaserJet Pro M275u",,,"1x 14000 Seiten","126A CE310A CE311A CE312A CE313A CE314A"
5045,"1 XXL Toner für HP CF283A 83A - BLACK","Toner","Black","HP	LaserJet Pro MFP M 120 Series
HP	LaserJet Pro MFP M 125 a
HP	LaserJet Pro MFP M 125 nw
HP	LaserJet Pro MFP M 125 rnw
HP	LaserJet Pro MFP M 126 a
HP	LaserJet Pro MFP M 126 nw
HP	LaserJet Pro MFP M 127 fn
HP	LaserJet Pro MFP M 127 fp
HP	LaserJet Pro MFP M 127 fs
HP	LaserJet Pro MFP M 127 fw
HP	LaserJet Pro MFP M 128 fn
HP	LaserJet Pro MFP M 128 fp
HP	LaserJet Pro MFP M 128 fw
HP	LaserJet Pro MFP M 201 dw
HP	LaserJet Pro MFP M 201 n
HP	LaserJet Pro MFP M 225 dn
HP	LaserJet Pro MFP M 225 dw
HP	LaserJet Pro MFP M 225 rdn
HP	LaserJet Pro MFP M 226 dn
HP	LaserJet Pro MFP M 226 dw",,,"1x 1500 Seiten",
5060,"Druckerpatronen zu HP 80 C4871A Designjet 1050 1055 - Black","Tintenpatrone","Black","C.Itoh VP 2020
HP	DesignJet 1050 C
HP	DesignJet 1050 C Plus
HP	DesignJet 1055 CM
HP	DesignJet 1055 CM Plus
Output Solutions	VP 2020",,,"1x 350 ml",
5062,"Kompatibel Druckerpatronen HP 80 C4847A Designjet 1050 1055 magenta","Tintenpatrone","Magenta","C.Itoh VP 2020<br>HP Designjet 1050 C HP Designjet 1050 C Plus HP Designjet 1055 CM HP Designjet 1055 CM Plus<br>Output Solutions VP 2020",,,"1x 350ml",80
5063,"Kompatibel HP 80 Tintenpatronen HP C4848A gelb yellow","Tintenpatrone","Yellow","HP DesignJet 1050C<br>HP DesignJet 1050C Plus<br>HP DesignJet 1055CM<br>HP DesignJet 1055CM Plus",,,"1x 350 ml",80
5064,"1 XXL Tintenpatronen für HP 90 Designjet 4000 4500 Pigment C5054A - BLACK","Tintenpatrone","Black","HP Designjet 4000
HP Designjet 4000 PS
HP Designjet 4020 42 Inch
HP Designjet 4020 PS 42 Inch
HP Designjet 4500
HP Designjet 4500 MFP
HP Designjet 4500 PS
HP Designjet 4520
HP Designjet 4520 HD
HP Designjet 4520 PS",,,"1x 775 ml",
5065,"1 XXL Tintenpatronen für HP 90 Designjet 4000 4500 Pigment C5055A - CYAN","Tintenpatrone","Cyan","HP Designjet 4000
HP Designjet 4000 PS
HP Designjet 4020 42 Inch
HP Designjet 4020 PS 42 Inch
HP Designjet 4500
HP Designjet 4500 MFP
HP Designjet 4500 PS
HP Designjet 4520
HP Designjet 4520 HD
HP Designjet 4520 PS",,,"1x 400 ml",
5066,"1 XXL Tintenpatronen für HP 90 Designjet 4000 4500 Pigment C5062A - MAGENTA","Tintenpatrone","Magenta","HP Designjet 4000
HP Designjet 4000 PS
HP Designjet 4020 42 Inch
HP Designjet 4020 PS 42 Inch
HP Designjet 4500
HP Designjet 4500 MFP
HP Designjet 4500 PS
HP Designjet 4520
HP Designjet 4520 HD
HP Designjet 4520 PS",,,"1x 400 ml",
5067,"Tintenpatrone kompatibel für HP 90 C5065A - Yellow Gelb 400ml","Tintenpatrone","Yellow","HP Designjet 4000
HP Designjet 4000 PS
HP Designjet 4020 42 Inch
HP Designjet 4020 PS 42 Inch
HP Designjet 4500
HP Designjet 4500 MFP
HP Designjet 4500 PS
HP Designjet 4520
HP Designjet 4520 HD
HP Designjet 4520 PS",,,"1x 400 ml",
5076,"Kompatibel Trommeleinheit Brother DR-130 DR130 CMYB","Bildtrommel","Cyan, Magenta, Yelllow, Black","Brother DCP-9040 CN<br>Brother DCP-9042 CDN<br>Brother DCP-9042 CN<br>Brother DCP-9045 CDN<br>Brother DCP-9045 CN<br>Brother HL-4040 CDNLT<br>Brother HL-4040 CN<br>Brother HL-4050 CDN<br>Brother HL-4050 CDNLT<br>Brother HL-4070 CDW<br>Brother MFC-9440 CDW<br>Brother MFC-9440 CN<br>Brother MFC-9445 CDN<br>Brother MFC-9450 CDN<br>Brother MFC-9450 CLT<br>Brother MFC-9450 CN<br>Brother MFC-9450 Series<br>Brother MFC-9840 CDW",,,"1x 10000 Seiten","DR-130cl"
5077,"Kompatibel Trommeleinheit Brother DR-320CL DR320 CMYB","Bildtrommel","Cyan, Magenta, Yelllow, Black","Brother DCP -9055 CDN , -9270 CDN.<br>Brother HL - HL-4140 CN , HL-4150 CDN , HL-4570 CDW , HL-4570 Cdwt.<br>Brother MFC -9460 CDN , -9465 CDN , -9560 CDW , -9970 CDW.",,,"1x 25000 Seiten / 3x 25000 Seiten",
5097,"Kompatibel Trommeleinheit Brother DR-2300 DR2300","Bildtrommel","Cyan, Magenta, Yelllow, Black","Brother DCP-L 2500 D<br>Brother DCP-L 2500 Series<br>Brother DCP-L 2520 DW<br>Brother DCP-L 2540 DN<br>Brother DCP-L 2560 CDN<br>Brother DCP-L 2560 CDW<br>Brother DCP-L 2560 DN<br>Brother DCP-L 2560 DW<br>Brother DCP-L 2560 Series<br>Brother DCP-L 2700 DW<br>Brother HL-L 2300 D<br>Brother HL-L 2300 Series<br>Brother HL-L 2320 D<br>Brother HL-L 2321 D<br>Brother HL-L 2340 DW<br>Brother HL-L 2360 DN<br>Brother HL-L 2360 DW<br>Brother HL-L 2361 DN<br>Brother HL-L 2365 DW<br>Brother HL-L 2380 DW<br>Brother MFC-L 2700 DN<br>Brother MFC-L 2700 DW<br>Brother MFC-L 2700 Series<br>Brother MFC-L 2701<br>Brother MFC-L 2701 DW<br>Brother MFC-L 2703 DW<br>Brother MFC-L 2720 DW<br>Brother MFC-L 2740 CW<br>Brother MFC-L 2740 DW",,,"1x 15000 Seiten",
5110,"Kompatibel Brother LC-1100 LC-990 LC-980 kompatible Patronen","Tintenpatrone","Cyan, Magenta, Yelllow, Black","Brother DCP-145C<br>Brother DCP-160 Series<br>Brother DCP-163C<br>Brother DCP-165C<br>Brother DCP-167C<br>Brother DCP-185C<br>Brother DCP-190 Series<br>Brother DCP-195C<br>Brother DCP-197C<br>Brother DCP-365CN<br>Brother DCP-370 Series<br>Brother DCP-373CW<br>Brother DCP-375CW<br>Brother DCP-377CW<br>Brother DCP-380 Series<br>Brother DCP-383C<br>Brother DCP-385C<br>Brother DCP-387C<br>Brother DCP-395CN<br>Brother DCP-585CW<br>Brother DCP-6690CW<br>Brother DCP-J 125<br>Brother DCP-J 715W<br>Brother MFC-250C<br>Brother MFC-250 Series<br>Brother MFC-255CW<br>Brother MFC-290C<br>Brother MFC-290 Series<br>Brother MFC-295CN<br>Brother MFC-297C<br>Brother MFC-490CN<br>Brother MFC-490CW<br>Brother MFC-490 Series<br>Brother MFC-790CW<br>Brother MFC-790 Series<br>Brother MFC-795CW<br>Brother MFC-990CW<br>Brother MFC-5490CN<br>Brother MFC-5890CN<br>Brother MFC-5895CW<br>Brother MFC-6490CW<br>Brother MFC-6690CW<br>Brother MFC-6890CDW<br>Brother MFC-6890CW<br>Brother MFC-990CW<br>Brother MFC-J 410W<br>Brother MFC-J 615W",,,"8x 22 ml / 12x 18 ml",
50314,"Kompatibel Ersatzpatrone HP CN045AE black","Tintenpatrone","Black","HP OfficeJet Pro 251dw<br>HP OfficeJet Pro 276dw<br>HP OfficeJet Pro 8100 ePrinter<br>HP OfficeJet Pro 8600 e-All-in-One<br>HP OfficeJet Pro 8600 Plus e-All-in-One<br>HP OfficeJet Pro 8600 Premium e-All-in-One<br>HP OfficeJet Pro 8610 e-All-in-One<br>HP OfficeJet Pro 8615 e-All-in-One<br>HP OfficeJet Pro 8616 e-All-in-One<br>HP OfficeJet Pro 8620 e-All-in-One<br>HP OfficeJet Pro 8625 e-All-in-One<br>HP OfficeJet Pro 8630 e-All-in-One<br>HP OfficeJet Pro 8640 e-All-in-One<br>HP OfficeJet Pro 8660 e-All-in-One",,,"1x 50 ml","950XL"
